Station,Latitude,Longitude,Oxygen (umol/kg),Temperature,Salinity,fluorescence,O2 (% saturated),Depth (m)
2,36.79244,-121.89604,95.906,8.8302,33.923,1.98E-01,33.78244,171
2,36.79244,-121.89603,96.74,8.8303,33.9231,1.97E-01,34.07608,170
2,36.79244,-121.89601,96.909,8.8347,33.9226,2.07E-01,34.13892,169
2,36.79244,-121.896,97.123,8.8434,33.9215,2.13E-01,34.22069,168
2,36.79244,-121.896,97.509,8.8437,33.9215,2.05E-01,34.35663,167
2,36.79244,-121.896,97.586,8.8451,33.9214,2.01E-01,34.38485,166
2,36.79245,-121.89599,97.602,8.8469,33.9214,2.01E-01,34.39206,165
2,36.79246,-121.89598,97.883,8.8472,33.9215,2.09E-01,34.49116,164
2,36.79246,-121.89596,98.034,8.8488,33.9217,2.08E-01,34.54582,163
2,36.79246,-121.89597,98.239,8.8551,33.9216,2.09E-01,34.62293,162
2,36.79246,-121.89596,99.058,8.8559,33.9217,2.14E-01,34.91214,161
2,36.79246,-121.89596,99.464,8.857,33.9215,2.20E-01,35.05576,160
2,36.79246,-121.89596,99.598,8.8601,33.9215,2.37E-01,35.10566,159
2,36.79246,-121.89596,100.141,8.8613,33.9215,2.17E-01,35.29785,158
2,36.79246,-121.89596,100.16,8.8642,33.9215,2.18E-01,35.30661,157
2,36.79246,-121.89596,100.153,8.8714,33.9212,2.40E-01,35.30979,156
2,36.79246,-121.89596,100.541,8.8757,33.9206,2.53E-01,35.45001,155
2,36.79246,-121.89593,102.541,8.885,33.9203,2.16E-01,36.16219,154
2,36.79246,-121.89594,102.763,8.8916,33.9196,2.31E-01,36.24583,153
2,36.79246,-121.89594,102.719,8.8906,33.9198,2.29E-01,36.22953,152
2,36.79247,-121.89591,103.188,8.8987,33.919,2.35E-01,36.40109,151
2,36.79248,-121.8959,103.789,8.9034,33.9188,2.57E-01,36.61709,150
2,36.79248,-121.89588,103.564,8.9196,33.919,2.56E-01,36.55052,149
2,36.79249,-121.89588,104.968,8.9233,33.9188,2.62E-01,37.04926,148
2,36.79249,-121.89588,105.837,8.9273,33.9191,2.64E-01,37.35921,147
2,36.7925,-121.89588,105.908,8.9317,33.9194,2.76E-01,37.38808,146
2,36.7925,-121.89587,106.614,8.9331,33.9195,2.83E-01,37.63852,145
2,36.7925,-121.89586,107.123,8.9431,33.9194,2.92E-01,37.82645,144
2,36.7925,-121.89586,108.025,8.9626,33.9197,2.96E-01,38.16146,143
2,36.7925,-121.89586,108.489,8.9697,33.919,2.93E-01,38.33085,142
2,36.7925,-121.89586,110.288,8.9729,33.9188,3.03E-01,38.96922,141
2,36.7925,-121.89586,110.209,8.9903,33.9172,2.93E-01,38.95584,140
2,36.79252,-121.89586,111.627,8.992,33.9173,3.26E-01,39.45849,139
2,36.79251,-121.89585,111.741,9.0056,33.9164,3.13E-01,39.51038,138
2,36.79252,-121.89584,112.056,9.0127,33.9163,3.31E-01,39.62787,137
2,36.79252,-121.89583,112.877,9.0178,33.9162,3.43E-01,39.92284,136
2,36.79252,-121.89582,114.354,9.032,33.9157,3.69E-01,40.45752,135
2,36.79252,-121.89582,115.528,9.0517,33.9151,3.79E-01,40.8904,134
2,36.79253,-121.89581,116.761,9.059,33.9155,4.15E-01,41.33347,133
2,36.79253,-121.89579,118.268,9.0677,33.9154,4.16E-01,41.87503,132
2,36.79254,-121.89578,118.64,9.0699,33.9155,4.37E-01,42.00885,131
2,36.79254,-121.89578,118.654,9.0847,33.9159,4.60E-01,42.02757,130
2,36.79254,-121.89578,119.231,9.086,33.9157,4.48E-01,42.23306,129
2,36.79254,-121.89576,120.211,9.0878,33.9161,4.51E-01,42.58199,128
2,36.79254,-121.89576,120.359,9.0895,33.9163,4.64E-01,42.63614,127
2,36.79255,-121.89575,120.794,9.0937,33.9168,4.79E-01,42.79424,126
2,36.79256,-121.89573,120.96,9.0974,33.917,4.59E-01,42.85665,125
2,36.79256,-121.89572,120.89,9.0982,33.9169,4.64E-01,42.83243,124
2,36.79256,-121.89572,121.103,9.1031,33.9152,4.53E-01,42.91217,123
2,36.79256,-121.89571,121.403,9.1034,33.9152,4.91E-01,43.01879,122
2,36.79256,-121.8957,121.441,9.1047,33.9139,4.69E-01,43.03284,121
2,36.79256,-121.8957,121.455,9.1046,33.9138,5.05E-01,43.03781,120
2,36.79256,-121.89568,121.395,9.1051,33.9132,4.88E-01,43.01675,119
2,36.79256,-121.89566,121.502,9.1054,33.9128,4.84E-01,43.05498,118
2,36.79256,-121.89566,121.517,9.1078,33.912,5.01E-01,43.06241,117
2,36.79256,-121.89566,121.64,9.1073,33.9122,4.97E-01,43.1053,116
2,36.79256,-121.89566,121.753,9.11,33.9115,5.15E-01,43.14776,115
2,36.79256,-121.89565,122.217,9.1218,33.9099,5.15E-01,43.32292,114
2,36.79256,-121.89564,123.229,9.1265,33.9092,5.23E-01,43.68608,113
2,36.79256,-121.89564,122.66,9.1294,33.9087,5.18E-01,43.48676,112
2,36.79256,-121.89563,123.337,9.1316,33.9087,5.13E-01,43.72895,111
2,36.79258,-121.89562,123.53,9.134,33.9086,5.30E-01,43.79949,110
2,36.79258,-121.89562,123.876,9.1343,33.9086,5.15E-01,43.92278,109
2,36.79258,-121.8956,123.656,9.1374,33.9084,5.35E-01,43.8474,108
2,36.79258,-121.89559,123.93,9.1356,33.9086,5.23E-01,43.94284,107
2,36.7926,-121.89558,124.008,9.1396,33.9081,5.40E-01,43.97452,106
2,36.7926,-121.89558,124.116,9.1393,33.9082,5.39E-01,44.01241,105
2,36.7926,-121.89556,124.094,9.14,33.908,5.39E-01,44.00519,104
2,36.7926,-121.89556,124.286,9.1403,33.908,5.04E-01,44.07347,103
2,36.7926,-121.89556,124.375,9.1465,33.907,5.40E-01,44.1108,102
2,36.79263,-121.89549,124.875,9.1489,33.9065,5.46E-01,44.29028,101
2,36.79264,-121.89545,124.893,9.1495,33.9065,5.58E-01,44.29743,100
2,36.79264,-121.89546,124.804,9.1508,33.9061,5.52E-01,44.26674,99
2,36.79264,-121.89546,125.002,9.151,33.906,5.49E-01,44.33709,98
2,36.79264,-121.89545,124.998,9.1529,33.9056,5.64E-01,44.33766,97
2,36.79264,-121.89544,124.968,9.1548,33.9053,5.64E-01,44.32878,96
2,36.79264,-121.89544,125.366,9.1557,33.9055,5.65E-01,44.47091,95
2,36.79265,-121.89542,125.238,9.1649,33.9046,5.53E-01,44.43401,94
2,36.79265,-121.89542,125.896,9.1675,33.9046,5.54E-01,44.67001,93
2,36.79266,-121.89541,126.74,9.1797,33.9025,5.73E-01,44.98087,92
2,36.79266,-121.8954,126.825,9.1856,33.9019,5.90E-01,45.01656,91
2,36.79266,-121.8954,127.527,9.1826,33.9026,6.00E-01,45.26317,90
2,36.79266,-121.89538,127.419,9.1956,33.9007,6.04E-01,45.23704,89
2,36.79266,-121.89538,128.333,9.1942,33.9009,6.11E-01,45.56001,88
2,36.79266,-121.89538,127.958,9.1932,33.9011,6.12E-01,45.42621,87
2,36.79266,-121.89538,127.924,9.1917,33.9013,6.04E-01,45.41266,86
2,36.79266,-121.89537,127.911,9.1912,33.9013,5.92E-01,45.40728,85
2,36.79266,-121.89536,127.856,9.1913,33.9011,6.01E-01,45.38788,84
2,36.79267,-121.89536,127.831,9.1914,33.9012,6.10E-01,45.3794,83
2,36.79268,-121.89536,127.886,9.1921,33.9012,6.17E-01,45.39938,82
2,36.79268,-121.89536,127.984,9.2039,33.8991,6.08E-01,45.44517,81
2,36.79268,-121.89535,128.877,9.2046,33.899,6.16E-01,45.76316,80
2,36.79268,-121.89534,128.933,9.2141,33.8972,6.28E-01,45.79176,79
2,36.7927,-121.89532,129.79,9.2126,33.8976,6.03E-01,46.09496,78
2,36.7927,-121.89532,129.131,9.2313,33.8944,6.13E-01,45.87852,77
2,36.7927,-121.89531,130.409,9.2305,33.8946,6.29E-01,46.33174,76
2,36.79271,-121.89527,130.666,9.2353,33.8938,6.24E-01,46.42774,75
2,36.79272,-121.89526,131.126,9.2433,33.8925,6.13E-01,46.59885,74
2,36.79272,-121.89525,131.165,9.2457,33.8924,6.18E-01,46.61511,73
2,36.79273,-121.89525,131.252,9.2458,33.8924,6.30E-01,46.64628,72
2,36.79274,-121.89524,131.615,9.2461,33.8924,6.45E-01,46.77541,71
2,36.79274,-121.89524,131.678,9.2472,33.892,6.42E-01,46.79892,70
2,36.79274,-121.89522,131.924,9.2482,33.8919,6.32E-01,46.88743,69
2,36.79274,-121.89522,131.417,9.248,33.8905,6.58E-01,46.70657,68
2,36.79276,-121.89522,131.167,9.2474,33.8904,6.19E-01,46.61698,67
2,36.79276,-121.89522,131.454,9.2458,33.8893,6.36E-01,46.71714,66
2,36.79276,-121.8952,130.664,9.2453,33.889,6.23E-01,46.43554,65
2,36.79276,-121.8952,131.284,9.2442,33.8884,6.31E-01,46.65469,64
2,36.79276,-121.8952,130.871,9.2432,33.8877,6.05E-01,46.50669,63
2,36.79276,-121.89518,130.607,9.2426,33.8875,6.11E-01,46.41216,62
2,36.79276,-121.89517,130.676,9.2415,33.8868,6.11E-01,46.43522,61
2,36.79276,-121.89517,130.368,9.2405,33.8865,6.12E-01,46.32444,60
2,36.79276,-121.89516,130.148,9.2398,33.8863,6.19E-01,46.24573,59
2,36.79276,-121.89516,129.842,9.2362,33.8847,5.89E-01,46.13281,58
2,36.79278,-121.89514,128.52,9.2303,33.8812,5.96E-01,45.65605,57
2,36.7928,-121.89512,127.393,9.2251,33.8773,5.85E-01,45.24946,56
2,36.7928,-121.8951,127.348,9.2221,33.8755,5.88E-01,45.22979,55
2,36.7928,-121.89509,126.359,9.2176,33.8729,5.57E-01,44.87312,54
2,36.7928,-121.89508,125.855,9.2178,33.8727,5.79E-01,44.69434,53
2,36.7928,-121.89508,125.967,9.2189,33.8717,5.56E-01,44.73469,52
2,36.7928,-121.89508,125.82,9.2364,33.8639,5.67E-01,44.6974,51
2,36.79282,-121.89506,126.281,9.2693,33.8529,6.14E-01,44.88963,50
2,36.79282,-121.89506,125.967,9.3759,33.8174,6.76E-01,44.87103,49
2,36.79282,-121.89506,129.56,9.4016,33.8041,7.21E-01,46.17236,48
2,36.79282,-121.89505,135.577,9.4008,33.8061,8.11E-01,48.31675,47
2,36.79284,-121.89504,133.674,9.4038,33.8043,7.99E-01,47.64078,46
2,36.79284,-121.89504,133.794,9.4064,33.8029,7.84E-01,47.68594,45
2,36.79284,-121.89504,134.012,9.4067,33.8024,7.88E-01,47.76356,44
2,36.79285,-121.895,134.138,9.4056,33.8025,8.16E-01,47.80753,43
2,36.79286,-121.895,134.094,9.4022,33.8009,8.05E-01,47.78789,42
2,36.79286,-121.895,134.238,9.4017,33.8006,8.16E-01,47.8386,41
2,36.79286,-121.89498,134.214,9.3996,33.7973,8.02E-01,47.82672,40
2,36.79286,-121.89498,134.634,9.4035,33.7723,7.83E-01,47.97154,39
2,36.79286,-121.89498,136.551,9.4098,33.7597,8.35E-01,48.657,38
2,36.79286,-121.89496,139.479,9.4103,33.749,8.52E-01,49.69701,37
2,36.79288,-121.89495,145.465,9.4402,33.6902,9.01E-01,51.84192,36
2,36.79288,-121.89493,146.526,9.4466,33.6898,8.95E-01,52.22691,35
2,36.79288,-121.89494,146.182,9.4828,33.6837,8.79E-01,52.14331,34
2,36.79288,-121.89493,146.36,9.5195,33.6797,8.90E-01,52.24697,33
2,36.79288,-121.89492,151.228,9.5493,33.6789,9.11E-01,54.01897,32
2,36.79289,-121.8949,151.14,9.5958,33.6759,9.41E-01,54.04131,31
2,36.7929,-121.8949,152.864,9.6241,33.6735,9.65E-01,54.69034,30
2,36.7929,-121.8949,153.314,9.6717,33.6687,9.94E-01,54.90641,29
2,36.7929,-121.89488,155.794,9.6851,33.6681,9.97E-01,55.81057,28
2,36.7929,-121.89486,155.906,9.706,33.6661,9.53E-01,55.87502,27
2,36.79291,-121.89487,156.37,9.7228,33.6607,9.21E-01,56.0597,26
2,36.79292,-121.89486,157.019,9.722,33.6602,8.47E-01,56.29113,25
2,36.79292,-121.89486,157.048,9.7372,33.6451,7.93E-01,56.31403,24
2,36.79292,-121.89485,157.026,9.7402,33.6363,7.95E-01,56.30617,23
2,36.79294,-121.89482,158.445,9.7883,33.6023,6.56E-01,56.86047,22
2,36.79294,-121.89479,158.899,9.8045,33.599,6.32E-01,57.04193,21
2,36.79294,-121.89478,159.287,9.8396,33.5969,6.38E-01,57.22402,20
2,36.79294,-121.89477,162.198,9.9142,33.5768,5.95E-01,58.35601,19
2,36.79294,-121.89476,165.847,9.9875,33.5651,5.41E-01,59.7576,18
2,36.79296,-121.89476,169.678,10.0576,33.5511,5.22E-01,61.22473,17
2,36.79296,-121.89476,172.79,10.3634,33.5391,5.68E-01,62.75203,16
2,36.79296,-121.89476,176.655,10.5015,33.5397,4.48E-01,64.34832,15
2,36.79301,-121.8947,187.93,10.6395,33.5275,2.85E-01,68.64788,14
2,36.79302,-121.89467,185.876,10.7033,33.5182,3.88E-01,67.98835,13
2,36.79303,-121.89467,187.387,10.7838,33.5269,2.97E-01,68.66307,12
2,36.79304,-121.89466,190.883,10.871,33.5067,3.45E-01,70.063,11
2,36.79304,-121.89466,194.579,11.0719,33.5206,4.85E-01,71.73292,10
2,36.79306,-121.89466,202.535,11.2492,33.5142,3.85E-01,74.94442,9
2,36.79306,-121.89465,208.463,11.4391,33.5163,3.66E-01,77.44615,8
2,36.79308,-121.89461,238.299,11.9728,33.5019,7.48E-01,89.48713,7
2,36.7933,-121.89436,245.215,11.9995,33.5105,1.21E+00,92.16661,6
2,36.7934,-121.89426,237.125,11.9995,33.5083,7.97E-01,89.12972,5
2,36.7934,-121.89426,252.593,12.2344,33.502,1.32E+00,95.40169,4
2,36.79342,-121.89424,264.009,12.2732,33.499,1.38E+00,99.79174,3
2,36.79342,-121.89424,263.344,12.5558,33.5019,1.25E+00,100.12484,2
2,36.79349,-121.89416,273.533,13.0287,32.8121,7.62E-01,104.47504,1
3,36.79694,-121.87787,75.824,8.1213,34.0177,1.30E-01,26.30977,202
3,36.79697,-121.87787,75.625,8.1161,34.0173,1.15E-01,26.23787,201
3,36.79698,-121.87786,75.546,8.1012,34.02,1.21E-01,26.20191,200
3,36.79699,-121.87786,75.476,8.1046,34.0192,1.13E-01,26.17963,199
3,36.797,-121.87786,75.49,8.117,34.0174,1.15E-01,26.19127,198
3,36.797,-121.87786,75.547,8.1362,34.014,1.21E-01,26.22175,197
3,36.797,-121.87785,75.923,8.1315,34.0147,1.29E-01,26.34967,196
3,36.79702,-121.87784,75.699,8.1512,34.0124,1.33E-01,26.28301,195
3,36.79702,-121.87784,76.322,8.1902,34.0051,1.34E-01,26.52088,194
3,36.79703,-121.87782,76.976,8.1933,34.0048,1.37E-01,26.75009,193
3,36.79703,-121.87782,76.829,8.1953,34.0053,1.34E-01,26.70035,192
3,36.79704,-121.8778,77.046,8.2044,34.0027,1.38E-01,26.78049,191
3,36.79705,-121.87778,77.322,8.2036,34.0043,1.32E-01,26.87624,190
3,36.79706,-121.87777,77.274,8.2219,34.0014,1.27E-01,26.87017,189
3,36.79706,-121.87776,77.576,8.2459,33.9962,1.39E-01,26.98845,188
3,36.79706,-121.87776,78.389,8.2765,33.9946,1.34E-01,27.28972,187
3,36.79706,-121.87775,78.987,8.3214,33.9877,1.44E-01,27.52379,186
3,36.79706,-121.87774,80.024,8.3868,33.9759,1.41E-01,27.92329,185
3,36.79706,-121.87774,80.285,8.381,33.9755,1.47E-01,28.01091,184
3,36.79707,-121.87773,81.142,8.3887,33.9764,1.47E-01,28.31487,183
3,36.79708,-121.87772,81.058,8.408,33.9731,1.55E-01,28.29696,182
3,36.79708,-121.87772,81.097,8.4259,33.9709,1.51E-01,28.32133,181
3,36.79708,-121.87772,81.303,8.4358,33.9684,1.54E-01,28.39906,180
3,36.79709,-121.87769,81.644,8.4328,33.9698,1.63E-01,28.51644,179
3,36.79708,-121.87768,81.555,8.441,33.9685,1.62E-01,28.49062,178
3,36.7971,-121.87768,81.617,8.4414,33.9683,1.49E-01,28.51222,177
3,36.7971,-121.87767,81.677,8.4423,33.9684,1.60E-01,28.53392,176
3,36.79712,-121.87766,81.626,8.4493,33.9671,1.54E-01,28.52023,175
3,36.79713,-121.87763,82.579,8.5043,33.9593,1.66E-01,28.88693,174
3,36.79716,-121.87754,82.408,8.5296,33.9552,1.59E-01,28.84216,173
3,36.79716,-121.87754,83.826,8.5601,33.9511,1.74E-01,29.35748,172
3,36.79716,-121.87754,85.002,8.6628,33.9383,1.69E-01,29.83417,171
3,36.79716,-121.87754,85.895,8.6909,33.9345,1.87E-01,30.16571,170
3,36.79716,-121.87754,88.513,8.6952,33.9342,1.81E-01,31.08796,169
3,36.79718,-121.87753,89.217,8.6985,33.9347,1.76E-01,31.33743,168
3,36.79718,-121.87752,89.064,8.7256,33.9319,1.82E-01,31.3021,167
3,36.79718,-121.87752,89.824,8.7334,33.9304,1.80E-01,31.57406,166
3,36.79718,-121.87752,90.706,8.7417,33.9296,1.84E-01,31.88991,165
3,36.79719,-121.87751,90.899,8.75,33.9289,1.85E-01,31.9635,164
3,36.7972,-121.87752,91.118,8.7544,33.9288,1.94E-01,32.04371,163
3,36.7972,-121.87751,91.676,8.7595,33.9281,1.89E-01,32.2433,162
3,36.7972,-121.87749,91.973,8.7616,33.9285,1.85E-01,32.34914,161
3,36.7972,-121.87749,92.229,8.7838,33.926,1.79E-01,32.45444,160
3,36.7972,-121.8775,92.91,8.8109,33.9239,1.85E-01,32.7132,159
3,36.79722,-121.8775,94.276,8.8088,33.9241,1.89E-01,33.19275,158
3,36.79722,-121.87749,96.099,8.8081,33.9247,1.95E-01,33.83428,157
3,36.79722,-121.87747,95.823,8.826,33.9232,1.91E-01,33.74987,156
3,36.79723,-121.87748,97.167,8.8372,33.9233,1.91E-01,34.23194,155
3,36.79722,-121.87748,96.831,8.8391,33.9229,1.89E-01,34.11495,154
3,36.79724,-121.87747,98.009,8.8428,33.923,2.09E-01,34.53277,153
3,36.79724,-121.87746,98.596,8.855,33.9229,2.10E-01,34.74879,152
3,36.79726,-121.87746,101.506,8.8807,33.9214,2.23E-01,35.79414,151
3,36.79726,-121.87746,101.364,8.8824,33.921,2.32E-01,35.74545,150
3,36.79726,-121.87746,101.229,8.8828,33.9204,2.30E-01,35.69805,149
3,36.79726,-121.87746,101.124,8.8825,33.9205,2.23E-01,35.66078,148
3,36.79726,-121.87746,101.178,8.8952,33.9162,2.18E-01,35.68874,147
3,36.79726,-121.87746,101.142,8.8993,33.9148,2.37E-01,35.67876,146
3,36.79726,-121.87746,100.969,8.9021,33.9145,2.28E-01,35.61997,145
3,36.79726,-121.87746,101.067,8.9074,33.913,2.27E-01,35.65815,144
3,36.79726,-121.87745,101.266,8.9075,33.9132,2.28E-01,35.7286,143
3,36.79726,-121.87746,101.634,8.9126,33.9122,2.35E-01,35.86233,142
3,36.79726,-121.87744,101.775,8.9169,33.9117,2.33E-01,35.91533,141
3,36.79727,-121.87745,101.869,8.9222,33.9107,2.44E-01,35.95217,140
3,36.79727,-121.87745,102.308,8.9233,33.9108,2.45E-01,36.10827,139
3,36.79726,-121.87744,102.509,8.9257,33.9107,2.43E-01,36.18086,138
3,36.79726,-121.87743,102.766,8.9278,33.9105,2.76E-01,36.27318,137
3,36.79727,-121.87742,102.88,8.9285,33.9105,2.49E-01,36.31414,136
3,36.79727,-121.87742,102.839,8.9357,33.9098,2.58E-01,36.30518,135
3,36.79728,-121.87741,103.494,8.9354,33.9097,2.59E-01,36.5363,134
3,36.79728,-121.87741,103.311,8.9362,33.9097,2.70E-01,36.47208,133
3,36.79728,-121.8774,103.603,8.9363,33.9097,2.65E-01,36.57534,132
3,36.79728,-121.8774,103.65,8.9387,33.9095,2.91E-01,36.59377,131
3,36.79728,-121.8774,103.849,8.9457,33.9083,2.73E-01,36.66943,130
3,36.79729,-121.87739,104.341,8.9477,33.908,2.73E-01,36.8446,129
3,36.7973,-121.87738,104.552,8.9479,33.9081,2.70E-01,36.91952,128
3,36.79731,-121.87738,105.116,8.9541,33.9084,2.82E-01,37.12358,127
3,36.79732,-121.87736,105.871,8.9609,33.909,2.75E-01,37.39596,126
3,36.79734,-121.87736,106.363,8.9621,33.9089,2.94E-01,37.57074,125
3,36.79734,-121.87736,106.264,8.9671,33.909,2.91E-01,37.54002,124
3,36.79734,-121.87736,106.478,8.9682,33.9093,3.01E-01,37.61663,123
3,36.79734,-121.87736,107.056,8.9733,33.9096,2.98E-01,37.82502,122
3,36.79735,-121.87735,107.549,8.9741,33.9098,3.09E-01,38.0001,121
3,36.79736,-121.87736,107.853,8.978,33.9102,3.02E-01,38.11078,120
3,36.79736,-121.87734,108.202,8.9799,33.9105,2.97E-01,38.23572,119
3,36.79736,-121.87733,109.199,8.9819,33.9106,3.07E-01,38.58982,118
3,36.79736,-121.87731,109.233,8.9829,33.9106,2.95E-01,38.60284,117
3,36.79736,-121.8773,109.199,8.995,33.9099,2.93E-01,38.60068,116
3,36.79736,-121.8773,109.472,9.0075,33.9075,2.98E-01,38.70722,115
3,36.79736,-121.87728,111.257,9.0158,33.9067,3.15E-01,39.34532,114
3,36.79738,-121.87726,114.485,9.032,33.9062,3.35E-01,40.50101,113
3,36.79738,-121.87726,114.01,9.0529,33.907,3.24E-01,40.35165,112
3,36.79738,-121.87726,113.674,9.0574,33.9056,3.35E-01,40.23655,111
3,36.7974,-121.87726,114.982,9.0666,33.9054,3.67E-01,40.70772,110
3,36.79742,-121.87722,118.348,9.0808,33.9062,4.00E-01,41.91257,109
3,36.79742,-121.87722,118.429,9.0819,33.9061,4.16E-01,41.9424,108
3,36.79742,-121.87722,118.609,9.09,33.9055,4.16E-01,42.01344,107
3,36.79744,-121.87721,119.59,9.1018,33.9058,4.34E-01,42.37184,106
3,36.79744,-121.8772,120.719,9.1263,33.9054,4.37E-01,42.79466,105
3,36.79744,-121.87721,122.24,9.1333,33.9055,4.74E-01,43.34065,104
3,36.79747,-121.8772,124.821,9.1562,33.9063,4.93E-01,44.278,103
3,36.79746,-121.8772,125.748,9.1652,33.9063,5.40E-01,44.6159,102
3,36.79746,-121.87721,126.661,9.1714,33.9065,5.57E-01,44.94589,101
3,36.79748,-121.87722,126.758,9.1732,33.9062,5.68E-01,44.98196,100
3,36.79748,-121.87723,126.867,9.1754,33.9057,5.57E-01,45.02285,99
3,36.79749,-121.87724,126.886,9.1783,33.9049,5.65E-01,45.03215,98
3,36.7975,-121.87725,126.879,9.1796,33.9045,5.65E-01,45.03071,97
3,36.79749,-121.87726,127.324,9.1787,33.9049,5.68E-01,45.18783,96
3,36.7975,-121.87726,126.989,9.1806,33.9041,6.04E-01,45.07052,95
3,36.7975,-121.87726,127.374,9.1806,33.9041,5.74E-01,45.20716,94
3,36.79752,-121.87726,127.409,9.182,33.9038,5.72E-01,45.2209,93
3,36.79751,-121.87726,127.504,9.1826,33.9037,5.87E-01,45.25518,92
3,36.79753,-121.87728,127.587,9.1845,33.9035,5.85E-01,45.28668,91
3,36.79753,-121.87728,127.663,9.1872,33.9032,5.90E-01,45.31628,90
3,36.79754,-121.87728,128.02,9.193,33.9027,5.89E-01,45.44842,89
3,36.79754,-121.8773,128.137,9.1979,33.9021,5.79E-01,45.49477,88
3,36.79754,-121.8773,128.907,9.1985,33.9021,5.81E-01,45.76865,87
3,36.79754,-121.8773,128.728,9.2019,33.9018,6.08E-01,45.70823,86
3,36.79754,-121.87731,128.953,9.2025,33.9018,5.90E-01,45.78892,85
3,36.79754,-121.87731,128.979,9.204,33.9018,5.98E-01,45.79957,84
3,36.79755,-121.8773,129.054,9.2068,33.9019,6.00E-01,45.82899,83
3,36.79756,-121.8773,129.312,9.2081,33.9018,6.25E-01,45.9221,82
3,36.79756,-121.8773,129.531,9.2107,33.9016,6.04E-01,46.00215,81
3,36.79756,-121.8773,129.579,9.2147,33.9012,6.29E-01,46.02336,80
3,36.79756,-121.8773,129.963,9.2162,33.9011,6.05E-01,46.16092,79
3,36.79756,-121.8773,130.406,9.2197,33.9005,6.00E-01,46.32188,78
3,36.79756,-121.8773,130.269,9.2264,33.8975,5.88E-01,46.27904,77
3,36.79757,-121.87732,130.418,9.2267,33.8973,6.24E-01,46.33193,76
3,36.79758,-121.87731,130.571,9.2273,33.8965,5.99E-01,46.38689,75
3,36.7976,-121.8773,130.456,9.2269,33.8965,6.00E-01,46.34546,74
3,36.7976,-121.8773,130.451,9.2259,33.8958,6.16E-01,46.34236,73
3,36.7976,-121.8773,130.408,9.2241,33.8952,6.13E-01,46.32521,72
3,36.79761,-121.87729,129.704,9.2245,33.8952,5.91E-01,46.07543,71
3,36.79762,-121.87728,129.945,9.2242,33.8948,6.19E-01,46.16054,70
3,36.79763,-121.87728,129.782,9.2268,33.8926,5.89E-01,46.1048,69
3,36.79764,-121.87728,129.62,9.2279,33.8919,6.12E-01,46.04806,68
3,36.79764,-121.87726,129.643,9.2322,33.8897,6.05E-01,46.05978,67
3,36.79764,-121.87726,129.623,9.235,33.8871,6.13E-01,46.05476,66
3,36.79764,-121.87726,129.51,9.2372,33.8866,5.95E-01,46.01647,65
3,36.79764,-121.87726,129.445,9.2438,33.8853,5.95E-01,45.99974,64
3,36.79765,-121.87726,129.821,9.244,33.8851,5.83E-01,46.13323,63
3,36.79766,-121.87726,129.84,9.245,33.8841,5.99E-01,46.14085,62
3,36.79766,-121.87726,129.721,9.244,33.8829,6.07E-01,46.09695,61
3,36.79767,-121.87723,129.551,9.2433,33.8824,6.12E-01,46.03583,60
3,36.79768,-121.87723,129.632,9.2406,33.878,6.15E-01,46.06024,59
3,36.79768,-121.87722,128.813,9.2441,33.8747,6.07E-01,45.77197,58
3,36.79768,-121.87722,128.422,9.2557,33.8723,6.06E-01,45.64352,57
3,36.7977,-121.8772,128.937,9.2696,33.8676,6.30E-01,45.83899,56
3,36.79771,-121.87718,129.185,9.2705,33.8647,6.76E-01,45.92702,55
3,36.79772,-121.87718,129.347,9.2677,33.8558,6.59E-01,45.97894,54
3,36.79773,-121.87716,128.189,9.266,33.8534,6.76E-01,45.56495,53
3,36.79774,-121.87716,127.002,9.2653,33.8544,6.44E-01,45.14281,52
3,36.79776,-121.87713,125.3,9.2551,33.8376,6.17E-01,44.52229,51
3,36.79782,-121.87704,124.686,9.2549,33.8348,6.04E-01,44.30291,50
3,36.79792,-121.87692,124.577,9.2535,33.8342,5.96E-01,44.26275,49
3,36.7979,-121.87694,123.835,9.2577,33.829,5.88E-01,44.00154,48
3,36.7979,-121.87691,123.863,9.2629,33.8269,6.21E-01,44.0157,47
3,36.79792,-121.87688,124.1,9.279,33.8205,6.52E-01,44.11369,46
3,36.79792,-121.87688,125.964,9.2942,33.8148,6.37E-01,44.78905,45
3,36.79792,-121.87687,125.434,9.3394,33.8011,6.38E-01,44.64051,44
3,36.79794,-121.87686,129.001,9.3376,33.8013,7.10E-01,45.90798,43
3,36.79794,-121.87685,131.139,9.3566,33.7919,7.65E-01,46.68529,42
3,36.79796,-121.87684,131.75,9.3625,33.7885,8.12E-01,46.90768,41
3,36.79796,-121.87683,133.791,9.375,33.7814,8.85E-01,47.64472,40
3,36.79796,-121.87681,134.501,9.389,33.7664,8.86E-01,47.90685,39
3,36.79797,-121.87679,135.041,9.3997,33.7579,8.99E-01,48.10779,38
3,36.79814,-121.87655,153.452,9.7256,33.7321,1.23E+00,55.03851,37
3,36.79828,-121.87636,148.926,9.6418,33.737,1.14E+00,53.32645,36
3,36.79828,-121.87635,150.816,9.6713,33.7342,1.18E+00,54.03665,35
3,36.79829,-121.87634,152.041,9.7633,33.6886,1.17E+00,54.56665,34
3,36.7983,-121.87634,152.44,9.7749,33.683,1.19E+00,54.72137,33
3,36.79831,-121.87633,158.587,9.7798,33.6862,1.13E+00,56.93548,32
