Station,Latitude,Longitude,Oxygen (umol/kg),Temperature,Salinity,fluorescence,O2 (% saturated),Depth (m)
3,36.79832,-121.8763,159.594,9.8137,33.6798,1.05E+00,57.33629,31
3,36.79834,-121.87629,160.274,9.8323,33.6713,9.57E-01,57.6003,30
3,36.79834,-121.87628,161.674,9.8449,33.6575,9.62E-01,58.11359,29
3,36.79834,-121.87628,162.441,9.8581,33.6531,9.33E-01,58.40393,28
3,36.79836,-121.87626,163.376,9.9098,33.6289,8.48E-01,58.79565,27
3,36.79839,-121.87621,168.026,9.9534,33.6036,7.61E-01,60.51485,26
3,36.79841,-121.87618,167.385,9.9534,33.605,7.33E-01,60.28505,25
3,36.79842,-121.87618,167.456,9.9553,33.6025,7.35E-01,60.31187,24
3,36.79842,-121.87618,167.509,9.9566,33.6004,7.16E-01,60.33177,23
3,36.79844,-121.87616,167.469,9.96,33.5963,7.02E-01,60.32019,22
3,36.79846,-121.87614,168.102,9.9704,33.5855,6.60E-01,60.55685,21
3,36.79846,-121.87614,168.707,9.9946,33.5753,6.28E-01,60.80203,20
3,36.79846,-121.87612,169.742,10.1142,33.5622,6.20E-01,61.32732,19
3,36.79846,-121.87612,171.412,10.1687,33.5564,5.94E-01,62.00024,18
3,36.79848,-121.87611,177.681,10.4684,33.5427,6.05E-01,64.67525,17
3,36.79849,-121.8761,184.719,10.724,33.5279,6.46E-01,67.59995,16
3,36.7985,-121.8761,193.231,10.7412,33.5286,6.45E-01,70.74075,15
3,36.79852,-121.87607,195.915,10.8983,33.526,6.43E-01,71.96206,14
3,36.79859,-121.87602,198.871,10.9655,33.5277,6.26E-01,73.15284,13
3,36.79864,-121.87597,199.568,10.9781,33.5279,6.09E-01,73.42933,12
3,36.79864,-121.87596,199.445,11.034,33.5254,6.04E-01,73.46981,11
3,36.79864,-121.87597,201.731,11.0686,33.5256,5.90E-01,74.36616,10
3,36.79864,-121.87596,203.083,11.1181,33.5237,5.92E-01,74.94228,9
3,36.79865,-121.87596,204.472,11.1831,33.5229,5.84E-01,75.55827,8
3,36.79866,-121.87596,209.315,11.2971,33.522,5.96E-01,77.53294,7
3,36.79876,-121.87583,222.802,11.6429,33.5185,6.42E-01,83.11804,6
3,36.7988,-121.87577,219.883,11.5771,33.5204,6.37E-01,81.92813,5
3,36.7988,-121.87576,220.197,11.5921,33.52,6.44E-01,82.07081,4
3,36.79882,-121.87576,221.684,11.7232,33.518,6.10E-01,82.85082,3
3,36.79883,-121.87575,223.695,11.8178,33.5168,5.51E-01,83.76684,2
3,36.79969,-121.87431,233.261,12.4366,33.4871,4.23E-01,88.45259,1
4,36.79915,-121.85738,70.585,7.9139,34.0442,1.13E-01,24.38331,201
4,36.79924,-121.85725,70.337,7.9318,34.0414,1.15E-01,24.30704,200
4,36.79932,-121.85721,70.584,7.9369,34.0406,1.13E-01,24.39511,199
4,36.79936,-121.85716,70.15,7.9202,34.0429,1.22E-01,24.2362,198
4,36.79936,-121.85716,70.255,7.9336,34.041,1.14E-01,24.27962,197
4,36.79936,-121.85716,70.489,7.9367,34.0404,1.19E-01,24.36191,196
4,36.79936,-121.85716,70.597,7.9401,34.04,1.43E-01,24.40123,195
4,36.79938,-121.85716,70.773,7.947,34.0388,1.15E-01,24.46558,194
4,36.79938,-121.85716,70.882,7.9586,34.0374,1.08E-01,24.50934,193
4,36.79939,-121.85714,71.189,7.9618,34.0368,1.12E-01,24.61721,192
4,36.7994,-121.85712,71.277,7.9714,34.0353,1.19E-01,24.65241,191
4,36.7994,-121.85712,71.076,7.9896,34.0312,1.14E-01,24.5922,190
4,36.7994,-121.85712,71.477,7.9898,34.0312,1.18E-01,24.73131,189
4,36.79942,-121.8571,71.693,8.0001,34.0295,1.32E-01,24.8114,188
4,36.79942,-121.8571,71.742,8.0064,34.0283,1.44E-01,24.8315,187
4,36.79942,-121.85709,71.818,8.0102,34.0275,1.17E-01,24.85977,186
4,36.79943,-121.85708,71.767,8.0088,34.0279,1.26E-01,24.84162,185
4,36.79944,-121.85706,71.722,8.011,34.0274,1.22E-01,24.82697,184
4,36.79944,-121.85706,71.713,8.0195,34.0262,1.35E-01,24.82858,183
4,36.79945,-121.85706,71.817,8.0295,34.0239,1.31E-01,24.86956,182
4,36.79946,-121.85704,71.924,8.0316,34.0239,1.35E-01,24.90781,181
4,36.79946,-121.85703,72.013,8.0399,34.0225,1.35E-01,24.94287,180
4,36.79946,-121.85702,72.041,8.0649,34.0178,1.40E-01,24.96584,179
4,36.79946,-121.85698,72.669,8.0658,34.0184,1.36E-01,25.18413,178
4,36.79946,-121.85698,72.784,8.0878,34.0149,1.45E-01,25.23577,177
4,36.79946,-121.85696,73.173,8.117,34.0116,1.37E-01,25.38645,176
4,36.79948,-121.85696,73.328,8.1459,34.0055,1.46E-01,25.45559,175
4,36.79951,-121.85691,76.772,8.2435,33.993,1.50E-01,26.7064,174
4,36.79952,-121.85688,76.768,8.2528,33.9921,1.47E-01,26.71073,173
4,36.79954,-121.85686,77.166,8.3049,33.9847,1.47E-01,26.87897,172
4,36.79954,-121.85686,78.207,8.4325,33.9697,1.64E-01,27.31597,171
4,36.79954,-121.85686,80.402,8.525,33.9515,1.83E-01,28.13648,170
4,36.79954,-121.85686,82.595,8.5796,33.945,1.67E-01,28.93759,169
4,36.79954,-121.85685,84.982,8.6065,33.942,1.83E-01,29.79102,168
4,36.79955,-121.85684,85.242,8.6136,33.9416,1.96E-01,29.88676,167
4,36.79954,-121.85682,85.37,8.6226,33.941,1.78E-01,29.93741,166
4,36.79956,-121.85681,85.527,8.6333,33.9393,1.83E-01,29.99916,165
4,36.79956,-121.8568,85.493,8.6398,33.9385,1.86E-01,29.99158,164
4,36.79958,-121.85678,85.568,8.6534,33.9361,1.89E-01,30.02636,163
4,36.79958,-121.85678,85.624,8.6573,33.9353,1.99E-01,30.04848,162
4,36.79959,-121.85678,85.777,8.6683,33.9337,1.96E-01,30.10895,161
4,36.79959,-121.85676,85.79,8.7054,33.9281,2.13E-01,30.13705,160
4,36.7996,-121.85676,86.145,8.7249,33.9245,2.04E-01,30.27396,159
4,36.79961,-121.85676,86.707,8.7304,33.9239,2.10E-01,30.4751,158
4,36.79961,-121.85676,86.745,8.7272,33.9246,2.21E-01,30.48637,157
4,36.79962,-121.85676,86.76,8.7382,33.923,2.11E-01,30.49873,156
4,36.79963,-121.85674,86.761,8.759,33.9198,2.25E-01,30.51257,155
4,36.79964,-121.85674,87.055,8.7731,33.9177,2.72E-01,30.62502,154
4,36.79964,-121.85674,87.182,8.7711,33.9179,2.30E-01,30.66833,153
4,36.79964,-121.85671,87.464,8.7845,33.9166,2.10E-01,30.77616,152
4,36.79966,-121.85669,88.385,8.8014,33.9141,2.27E-01,31.1114,151
4,36.79966,-121.85668,88.92,8.8043,33.9138,2.20E-01,31.30156,150
4,36.79966,-121.85666,89.065,8.8053,33.9139,2.28E-01,31.35349,149
4,36.79968,-121.85663,91.144,8.8461,33.9091,2.28E-01,32.11289,148
4,36.7997,-121.8566,92.346,8.8642,33.907,2.24E-01,32.54903,147
4,36.79971,-121.85657,92.919,8.8783,33.9048,2.21E-01,32.76071,146
4,36.79972,-121.85656,93.903,8.9035,33.9007,2.29E-01,33.12496,145
4,36.79972,-121.85656,95.715,8.921,33.9011,2.52E-01,33.77719,144
4,36.79972,-121.85656,97.801,8.9498,33.8981,2.67E-01,34.53454,143
4,36.79972,-121.85655,99.64,8.9438,33.8992,2.65E-01,35.17952,142
4,36.79974,-121.85654,99.736,8.9544,33.9003,2.85E-01,35.22168,141
4,36.79974,-121.85652,102.012,8.9658,33.9009,2.90E-01,36.03475,140
4,36.79975,-121.8565,103.515,8.9755,33.9016,2.97E-01,36.5736,139
4,36.79976,-121.8565,104.25,8.9771,33.9022,3.09E-01,36.83484,138
4,36.79976,-121.8565,105.599,8.9827,33.9026,2.99E-01,37.31627,137
4,36.79976,-121.85648,106.123,8.9847,33.903,3.12E-01,37.503,136
4,36.79976,-121.85646,106.442,8.9847,33.903,3.18E-01,37.61575,135
4,36.79976,-121.85646,106.328,8.9805,33.9027,2.98E-01,37.57202,134
4,36.79976,-121.85646,105.879,8.9792,33.9026,3.16E-01,37.41221,133
4,36.79977,-121.85646,105.938,8.9827,33.9032,3.10E-01,37.436,132
4,36.79978,-121.85644,106.032,8.9895,33.9041,3.09E-01,37.47521,131
4,36.79978,-121.85644,107.183,8.9905,33.9043,3.24E-01,37.8829,130
4,36.79978,-121.85644,108.176,8.9911,33.9044,3.09E-01,38.23427,129
4,36.7998,-121.85643,107.54,8.9856,33.9035,3.34E-01,38.00475,128
4,36.7998,-121.85641,106.989,8.9844,33.9034,3.05E-01,37.80882,127
4,36.7998,-121.8564,106.51,8.9889,33.9042,3.05E-01,37.64378,126
4,36.79982,-121.85638,106.755,8.9897,33.9043,3.10E-01,37.73078,125
4,36.79983,-121.85636,107.671,8.9904,33.9046,3.20E-01,38.05547,124
4,36.79987,-121.85629,107.984,8.9915,33.9048,3.42E-01,38.16683,123
4,36.79988,-121.85627,108.188,8.9916,33.9048,3.37E-01,38.23922,122
4,36.7999,-121.85626,108.093,8.9915,33.9047,3.26E-01,38.20542,121
4,36.79991,-121.85625,108.09,8.9916,33.9048,3.26E-01,38.20439,120
4,36.7999,-121.85624,108.034,8.9928,33.9049,3.45E-01,38.18568,119
4,36.79992,-121.85623,108.141,8.9977,33.9055,3.24E-01,38.22794,118
4,36.79992,-121.8562,109.255,9.0035,33.9063,3.39E-01,38.62657,117
4,36.79993,-121.85619,109.936,9.0113,33.9066,3.53E-01,38.87429,116
4,36.79994,-121.85618,110.608,9.0145,33.9068,3.48E-01,39.11486,115
4,36.79994,-121.85616,111.065,9.0194,33.9075,3.74E-01,39.28071,114
4,36.79995,-121.85616,112.24,9.0257,33.9076,3.64E-01,39.70184,113
4,36.79996,-121.85615,113.623,9.0421,33.9057,3.62E-01,40.20482,112
4,36.79996,-121.85614,114.149,9.0454,33.9046,3.68E-01,40.39351,111
4,36.79996,-121.85614,114.457,9.0488,33.9038,3.53E-01,40.50535,110
4,36.79996,-121.8561,115.234,9.0513,33.9032,3.64E-01,40.78236,109
4,36.79996,-121.85609,115.248,9.0563,33.9006,3.66E-01,40.79123,108
4,36.79998,-121.85607,115.461,9.0562,33.8995,3.59E-01,40.86609,107
4,36.79998,-121.85606,115.337,9.0565,33.8963,3.72E-01,40.82151,106
4,36.79998,-121.85606,114.776,9.0596,33.8946,3.30E-01,40.62515,105
4,36.8,-121.85606,114.668,9.0637,33.8908,3.56E-01,40.58968,104
4,36.79999,-121.85605,114.97,9.0795,33.8932,3.42E-01,40.71147,103
4,36.80001,-121.85604,115.481,9.0789,33.8885,3.60E-01,40.8904,102
4,36.80002,-121.85602,117.257,9.0917,33.8929,3.80E-01,41.53214,101
4,36.80004,-121.85602,117.375,9.092,33.8918,3.78E-01,41.57388,100
4,36.80004,-121.85602,117.457,9.0927,33.8913,3.97E-01,41.6036,99
4,36.80005,-121.85598,117.271,9.0944,33.8898,3.96E-01,41.53871,98
4,36.80006,-121.85596,117.402,9.0932,33.8868,3.82E-01,41.58299,97
4,36.80008,-121.85596,116.546,9.0932,33.8853,3.66E-01,41.27945,96
4,36.80008,-121.85596,116.188,9.0938,33.8825,3.71E-01,41.1523,95
4,36.8001,-121.85597,116.244,9.0986,33.8829,3.74E-01,41.17671,94
4,36.8001,-121.85596,116.829,9.1255,33.8859,4.09E-01,41.4092,93
4,36.80011,-121.85596,122.288,9.1335,33.886,4.98E-01,43.35162,92
4,36.80011,-121.85596,120.805,9.1655,33.8885,4.83E-01,42.85689,91
4,36.80013,-121.85596,124.38,9.175,33.8907,5.25E-01,44.13509,90
4,36.80013,-121.85596,125.632,9.194,33.8922,5.35E-01,44.59834,89
4,36.80014,-121.85594,128.128,9.2008,33.8938,5.78E-01,45.49155,88
4,36.80014,-121.85594,127.934,9.2106,33.8954,5.71E-01,45.4329,87
4,36.80015,-121.85594,128.813,9.2149,33.8958,5.97E-01,45.74943,86
4,36.80016,-121.85593,129.763,9.2204,33.896,6.23E-01,46.09273,85
4,36.80016,-121.85592,130.198,9.2225,33.8962,6.46E-01,46.24925,84
4,36.80016,-121.85589,130.48,9.2258,33.8962,5.99E-01,46.353,83
4,36.80017,-121.85588,130.564,9.2267,33.8961,6.31E-01,46.38346,82
4,36.80018,-121.85588,130.401,9.2284,33.8962,6.14E-01,46.32744,81
4,36.80018,-121.85588,130.811,9.2293,33.8959,6.36E-01,46.47389,80
4,36.80019,-121.85586,130.941,9.2297,33.8961,6.09E-01,46.52063,79
4,36.80021,-121.85585,130.661,9.2301,33.896,6.17E-01,46.42157,78
4,36.80022,-121.85584,130.993,9.2349,33.8952,6.04E-01,46.54388,77
4,36.80023,-121.85581,131.272,9.2389,33.8945,6.53E-01,46.64702,76
4,36.80027,-121.85572,132.348,9.2531,33.8927,6.62E-01,47.0433,75
4,36.80029,-121.85567,132.543,9.2575,33.8921,6.72E-01,47.11697,74
4,36.8003,-121.85566,132.755,9.2582,33.892,6.70E-01,47.19288,73
4,36.80031,-121.85566,132.717,9.2593,33.8915,6.72E-01,47.18039,72
4,36.80031,-121.85564,132.556,9.2627,33.8892,6.75E-01,47.12583,71
4,36.80032,-121.85564,132.738,9.2618,33.8892,6.80E-01,47.18978,70
4,36.80034,-121.85562,132.522,9.2613,33.8887,6.88E-01,47.11204,69
4,36.80035,-121.8556,132.53,9.2606,33.8885,6.70E-01,47.11423,68
4,36.80035,-121.85559,132.377,9.2621,33.8872,6.68E-01,47.0611,67
4,36.80034,-121.85558,132.42,9.2622,33.8857,6.63E-01,47.07601,66
4,36.80035,-121.85557,132.332,9.2607,33.8847,7.08E-01,47.04263,65
4,36.80038,-121.85553,131.489,9.2587,33.8786,6.96E-01,46.73907,64
4,36.80038,-121.85552,130.969,9.267,33.8734,6.92E-01,46.56085,63
4,36.80039,-121.85551,130.567,9.2719,33.8725,7.16E-01,46.42271,62
4,36.8004,-121.8555,130.39,9.2898,33.8586,7.62E-01,46.37326,61
4,36.80041,-121.85547,130.617,9.292,33.8543,7.84E-01,46.4546,60
4,36.80042,-121.85546,130.058,9.2956,33.8483,7.92E-01,46.25753,59
4,36.80043,-121.85544,129.588,9.2946,33.8473,8.15E-01,46.08891,58
4,36.80044,-121.85543,129.628,9.2913,33.8452,8.14E-01,46.09935,57
4,36.80046,-121.85542,129.166,9.2897,33.8437,8.29E-01,45.93277,56
4,36.80046,-121.85539,128.876,9.2889,33.8426,8.03E-01,45.82838,55
4,36.80047,-121.85536,128.581,9.2881,33.8397,8.16E-01,45.7218,54
4,36.80048,-121.85536,128.233,9.2871,33.8377,8.11E-01,45.59627,53
4,36.80052,-121.85529,127.732,9.2945,33.8299,8.37E-01,45.42295,52
4,36.80056,-121.8552,127.859,9.3026,33.8275,8.27E-01,45.47557,51
4,36.80056,-121.85518,129.121,9.3312,33.8245,8.95E-01,45.95205,50
4,36.80056,-121.85516,131.089,9.3665,33.8215,1.00E+00,46.68749,49
4,36.80056,-121.85516,131.234,9.4187,33.8096,9.84E-01,46.78848,48
4,36.80058,-121.85515,136.553,9.5034,33.794,1.25E+00,48.76943,47
4,36.80058,-121.85514,143.862,9.5351,33.7866,1.45E+00,51.41203,46
4,36.80059,-121.85512,145.181,9.5741,33.7749,1.48E+00,51.92315,45
4,36.8006,-121.8551,145.483,9.5955,33.7715,1.52E+00,52.05412,44
4,36.80061,-121.8551,146.627,9.7494,33.756,1.49E+00,52.63327,43
4,36.80075,-121.85476,155.97,9.794,33.7526,1.55E+00,56.03965,42
4,36.80077,-121.85471,158.895,9.8155,33.7505,1.40E+00,57.11611,41
4,36.80076,-121.85472,160.84,9.8622,33.7408,1.44E+00,57.86997,40
4,36.80076,-121.85471,162.62,9.8825,33.7292,1.27E+00,58.53119,39
4,36.80077,-121.85469,164.049,9.9216,33.7141,1.19E+00,59.08917,38
4,36.80078,-121.85468,165.438,9.9072,33.6931,1.12E+00,59.56167,37
4,36.80078,-121.85467,165.121,9.8564,33.6476,9.28E-01,59.36299,36
4,36.8008,-121.85466,163.086,9.8766,33.6504,7.57E-01,58.65807,35
4,36.8008,-121.85466,163.809,9.9049,33.6365,6.49E-01,58.94848,34
4,36.80081,-121.85464,164.703,9.8844,33.6265,5.49E-01,59.23986,33
4,36.80081,-121.85464,164.859,9.9184,33.6221,5.14E-01,59.33739,32
4,36.80082,-121.85464,166.199,9.9356,33.6167,5.07E-01,59.83989,31
4,36.80082,-121.85464,167.01,9.9537,33.6037,4.92E-01,60.14967,30
4,36.80083,-121.85463,168.233,9.9636,33.5941,4.66E-01,60.59887,29
4,36.80084,-121.85462,169.143,9.9967,33.5807,4.46E-01,60.96449,28
4,36.80084,-121.85462,170.579,10.0319,33.5769,4.55E-01,61.52669,27
4,36.80084,-121.85462,172.505,10.0468,33.5752,4.44E-01,62.24078,26
4,36.80084,-121.8546,171.265,10.085,33.565,4.44E-01,61.84016,25
4,36.80084,-121.8546,174.9,10.0721,33.568,4.75E-01,63.13627,24
4,36.80084,-121.8546,173.488,10.1623,33.558,4.74E-01,62.74381,23
4,36.80084,-121.85459,175.731,10.1789,33.5563,4.31E-01,63.57722,22
4,36.80086,-121.85458,177.048,10.1574,33.559,4.04E-01,64.02518,21
4,36.80086,-121.85458,176.178,10.263,33.5436,4.29E-01,63.84829,20
4,36.80086,-121.85458,177.645,10.3183,33.5376,4.37E-01,64.45389,19
4,36.80086,-121.85457,182.447,10.3466,33.5352,3.78E-01,66.23484,18
4,36.80088,-121.85456,182.797,10.3545,33.5358,3.79E-01,66.3736,17
4,36.80088,-121.85456,182.594,10.4411,33.5307,3.86E-01,66.42051,16
4,36.80088,-121.85454,185.051,10.482,33.5293,3.55E-01,67.37289,15
4,36.8009,-121.85453,185.807,10.5378,33.5276,3.78E-01,67.7278,14
4,36.8009,-121.85451,187.369,10.5862,33.5293,3.70E-01,68.36868,13
4,36.80091,-121.85449,189.097,10.6135,33.5279,3.96E-01,69.03897,12
4,36.80092,-121.85446,189.709,10.7185,33.525,4.10E-01,69.4164,11
4,36.80092,-121.85446,191.12,10.7884,33.5253,4.43E-01,70.03678,10
4,36.80094,-121.85446,195.037,10.8956,33.5212,4.91E-01,71.63261,9
4,36.80094,-121.85443,198.066,10.9804,33.5201,4.79E-01,72.87605,8
4,36.80096,-121.85442,198.022,11.1954,33.518,5.13E-01,73.19082,7
4,36.80096,-121.85442,201.873,11.2853,33.5152,5.14E-01,74.75505,6
4,36.80096,-121.85439,205.807,11.3514,33.5161,5.17E-01,76.31829,5
4,36.80097,-121.85435,207.942,11.5516,33.5151,5.43E-01,77.4344,4
4,36.80099,-121.85436,211.012,11.6048,33.5163,5.42E-01,78.66638,3
4,36.801,-121.85434,211.828,11.65,33.516,5.12E-01,79.04521,2
4,36.80124,-121.8539,216.166,11.761,33.4643,5.04E-01,80.82112,1
